9/28/2017,127
9/29/2017,128
9/30/2017,106
10/1/2017,105
10/2/2017,104
10/3/2017,111
10/4/2017,122
10/5/2017,143
10/6/2017,149
10/7/2017,124
10/8/2017,114
10/9/2017,116
10/10/2017,117
10/11/2017,125
10/12/2017,137
10/13/2017,131
10/14/2017,107
10/15/2017,101
10/16/2017,101
10/17/2017,106
10/18/2017,114
10/19/2017,135
10/20/2017,134
10/21/2017,117
10/22/2017,111
10/23/2017,107
10/24/2017,115
10/25/2017,119
10/26/2017,133
10/27/2017,136
10/28/2017,116
10/29/2017,120
10/30/2017,126
10/31/2017,143
11/1/2017,151
11/2/2017,166
11/3/2017,164
11/4/2017,149
11/5/2017,132
11/6/2017,119
11/7/2017,108
11/8/2017,113
11/9/2017,133
11/10/2017,136
11/11/2017,110
11/12/2017,96
11/13/2017,91
11/14/2017,86
11/15/2017,89
11/16/2017,105
11/17/2017,114
11/18/2017,102
11/19/2017,95
11/20/2017,108
11/21/2017,122
11/22/2017,130
11/23/2017,128
11/24/2017,111
11/25/2017,80
11/26/2017,66
11/27/2017,68
11/28/2017,68
11/29/2017,72
11/30/2017,92
12/1/2017,89
12/2/2017,72
12/3/2017,71
12/4/2017,69
12/5/2017,77
12/6/2017,82
12/7/2017,88
12/8/2017,90
12/9/2017,78
12/10/2017,67
12/11/2017,71
12/12/2017,67
12/13/2017,70
12/14/2017,83
12/15/2017,91
12/16/2017,76
12/17/2017,76
12/18/2017,75
12/19/2017,83
12/20/2017,83
12/21/2017,93
12/22/2017,99
12/23/2017,102
12/24/2017,112
12/25/2017,122
12/26/2017,127
12/27/2017,132
12/28/2017,141
12/29/2017,147
12/30/2017,165
12/31/2017,165
1/1/2018,107
